agent_type,subject_ID,modelrun_ID,game_name,game_level,episode_number,event_name,count
DDQN,NA,NA,butterflies,0,8,"('butterfly', 'butterfly')",5589
DDQN,NA,NA,butterflies,0,8,"('avatar', 'butterfly')",132
DDQN,NA,NA,butterflies,0,8,"('butterfly', 'cocoon')",186
DDQN,NA,NA,butterflies,0,8,"('avatar', 'wall')",925
DDQN,NA,NA,butterflies,0,8,"('butterfly', 'wall')",6368
DDQN,NA,NA,butterflies,0,9,"('avatar', 'cocoon')",538
DDQN,NA,NA,butterflies,0,9,"('butterfly', 'butterfly')",6289
DDQN,NA,NA,butterflies,0,9,"('avatar', 'butterfly')",138
DDQN,NA,NA,butterflies,0,9,"('butterfly', 'cocoon')",210
DDQN,NA,NA,butterflies,0,9,"('avatar', 'wall')",1009
DDQN,NA,NA,butterflies,0,9,"('butterfly', 'wall')",7035
DDQN,NA,NA,butterflies,0,10,"('avatar', 'cocoon')",632
DDQN,NA,NA,butterflies,0,10,"('butterfly', 'butterfly')",8056
DDQN,NA,NA,butterflies,0,10,"('avatar', 'butterfly')",159
DDQN,NA,NA,butterflies,0,10,"('butterfly', 'cocoon')",231
DDQN,NA,NA,butterflies,0,10,"('avatar', 'wall')",1202
DDQN,NA,NA,butterflies,0,10,"('butterfly', 'wall')",8687
DDQN,NA,NA,butterflies,0,11,"('avatar', 'cocoon')",1268
DDQN,NA,NA,butterflies,0,11,"('butterfly', 'butterfly')",9185
DDQN,NA,NA,butterflies,0,11,"('avatar', 'butterfly')",179
DDQN,NA,NA,butterflies,0,11,"('butterfly', 'cocoon')",250
DDQN,NA,NA,butterflies,0,11,"('avatar', 'wall')",1383
DDQN,NA,NA,butterflies,0,11,"('butterfly', 'wall')",10034
DDQN,NA,NA,butterflies,0,12,"('avatar', 'cocoon')",1277
DDQN,NA,NA,butterflies,0,12,"('butterfly', 'butterfly')",9531
DDQN,NA,NA,butterflies,0,12,"('avatar', 'butterfly')",185
DDQN,NA,NA,butterflies,0,12,"('butterfly', 'cocoon')",270
DDQN,NA,NA,butterflies,0,12,"('avatar', 'wall')",1399
DDQN,NA,NA,butterflies,0,12,"('butterfly', 'wall')",10344
DDQN,NA,NA,butterflies,0,13,"('avatar', 'cocoon')",1484
DDQN,NA,NA,butterflies,0,13,"('butterfly', 'butterfly')",10309
DDQN,NA,NA,butterflies,0,13,"('avatar', 'butterfly')",195
DDQN,NA,NA,butterflies,0,13,"('butterfly', 'cocoon')",291
DDQN,NA,NA,butterflies,0,13,"('avatar', 'wall')",1571
DDQN,NA,NA,butterflies,0,13,"('butterfly', 'wall')",11234
DDQN,NA,NA,butterflies,0,14,"('avatar', 'cocoon')",1611
DDQN,NA,NA,butterflies,0,14,"('butterfly', 'butterfly')",11247
DDQN,NA,NA,butterflies,0,14,"('avatar', 'butterfly')",222
DDQN,NA,NA,butterflies,0,14,"('butterfly', 'cocoon')",313
DDQN,NA,NA,butterflies,0,14,"('avatar', 'wall')",1748
DDQN,NA,NA,butterflies,0,14,"('butterfly', 'wall')",12513
DDQN,NA,NA,butterflies,0,15,"('avatar', 'cocoon')",1614
DDQN,NA,NA,butterflies,0,15,"('butterfly', 'butterfly')",12378
DDQN,NA,NA,butterflies,0,15,"('avatar', 'butterfly')",252
DDQN,NA,NA,butterflies,0,15,"('butterfly', 'cocoon')",333
DDQN,NA,NA,butterflies,0,15,"('avatar', 'wall')",1929
DDQN,NA,NA,butterflies,0,15,"('butterfly', 'wall')",13802
DDQN,NA,NA,butterflies,0,16,"('avatar', 'cocoon')",1632
DDQN,NA,NA,butterflies,0,16,"('butterfly', 'butterfly')",13131
DDQN,NA,NA,butterflies,0,16,"('avatar', 'butterfly')",268
DDQN,NA,NA,butterflies,0,16,"('butterfly', 'cocoon')",356
DDQN,NA,NA,butterflies,0,16,"('avatar', 'wall')",2012
DDQN,NA,NA,butterflies,0,16,"('butterfly', 'wall')",14497
DDQN,NA,NA,butterflies,0,17,"('avatar', 'cocoon')",1641
DDQN,NA,NA,butterflies,0,17,"('butterfly', 'butterfly')",13575
DDQN,NA,NA,butterflies,0,17,"('avatar', 'butterfly')",277
DDQN,NA,NA,butterflies,0,17,"('butterfly', 'cocoon')",378
DDQN,NA,NA,butterflies,0,17,"('avatar', 'wall')",2070
DDQN,NA,NA,butterflies,0,17,"('butterfly', 'wall')",14963
DDQN,NA,NA,butterflies,0,18,"('avatar', 'cocoon')",1651
DDQN,NA,NA,butterflies,0,18,"('butterfly', 'butterfly')",14019
DDQN,NA,NA,butterflies,0,18,"('avatar', 'butterfly')",283
DDQN,NA,NA,butterflies,0,18,"('butterfly', 'cocoon')",400
DDQN,NA,NA,butterflies,0,18,"('avatar', 'wall')",2114
DDQN,NA,NA,butterflies,0,18,"('butterfly', 'wall')",15402
DDQN,NA,NA,butterflies,0,19,"('avatar', 'cocoon')",1653
DDQN,NA,NA,butterflies,0,19,"('butterfly', 'butterfly')",14560
DDQN,NA,NA,butterflies,0,19,"('avatar', 'butterfly')",301
DDQN,NA,NA,butterflies,0,19,"('butterfly', 'cocoon')",424
DDQN,NA,NA,butterflies,0,19,"('avatar', 'wall')",2170
DDQN,NA,NA,butterflies,0,19,"('butterfly', 'wall')",15907
DDQN,NA,NA,butterflies,0,20,"('avatar', 'cocoon')",1677
DDQN,NA,NA,butterflies,0,20,"('butterfly', 'butterfly')",15081
DDQN,NA,NA,butterflies,0,20,"('avatar', 'butterfly')",317
DDQN,NA,NA,butterflies,0,20,"('butterfly', 'cocoon')",447
DDQN,NA,NA,butterflies,0,20,"('avatar', 'wall')",2221
DDQN,NA,NA,butterflies,0,20,"('butterfly', 'wall')",16399
DDQN,NA,NA,butterflies,0,21,"('avatar', 'cocoon')",2000
DDQN,NA,NA,butterflies,0,21,"('butterfly', 'butterfly')",16308
DDQN,NA,NA,butterflies,0,21,"('avatar', 'butterfly')",340
DDQN,NA,NA,butterflies,0,21,"('butterfly', 'cocoon')",468
DDQN,NA,NA,butterflies,0,21,"('avatar', 'wall')",2499
DDQN,NA,NA,butterflies,0,21,"('butterfly', 'wall')",17890
DDQN,NA,NA,butterflies,0,22,"('avatar', 'cocoon')",2027
DDQN,NA,NA,butterflies,0,22,"('butterfly', 'butterfly')",16776
DDQN,NA,NA,butterflies,0,22,"('avatar', 'butterfly')",352
DDQN,NA,NA,butterflies,0,22,"('butterfly', 'cocoon')",490
DDQN,NA,NA,butterflies,0,22,"('avatar', 'wall')",2593
DDQN,NA,NA,butterflies,0,22,"('butterfly', 'wall')",18364
DDQN,NA,NA,butterflies,0,23,"('avatar', 'cocoon')",2027
DDQN,NA,NA,butterflies,0,23,"('butterfly', 'butterfly')",17310
DDQN,NA,NA,butterflies,0,23,"('avatar', 'butterfly')",371
DDQN,NA,NA,butterflies,0,23,"('butterfly', 'cocoon')",511
DDQN,NA,NA,butterflies,0,23,"('avatar', 'wall')",2649
DDQN,NA,NA,butterflies,0,23,"('butterfly', 'wall')",18875
DDQN,NA,NA,butterflies,0,24,"('avatar', 'cocoon')",2156
DDQN,NA,NA,butterflies,0,24,"('butterfly', 'butterfly')",18384
DDQN,NA,NA,butterflies,0,24,"('avatar', 'butterfly')",382
DDQN,NA,NA,butterflies,0,24,"('butterfly', 'cocoon')",536
DDQN,NA,NA,butterflies,0,24,"('avatar', 'wall')",2786
DDQN,NA,NA,butterflies,0,24,"('butterfly', 'wall')",19923
DDQN,NA,NA,butterflies,0,25,"('avatar', 'cocoon')",2387
DDQN,NA,NA,butterflies,0,25,"('butterfly', 'butterfly')",18932
DDQN,NA,NA,butterflies,0,25,"('avatar', 'butterfly')",388
DDQN,NA,NA,butterflies,0,25,"('butterfly', 'cocoon')",559
DDQN,NA,NA,butterflies,0,25,"('avatar', 'wall')",2858
DDQN,NA,NA,butterflies,0,25,"('butterfly', 'wall')",20446
DDQN,NA,NA,butterflies,0,26,"('avatar', 'cocoon')",3005
DDQN,NA,NA,butterflies,0,26,"('butterfly', 'butterfly')",20277
DDQN,NA,NA,butterflies,0,26,"('avatar', 'butterfly')",402
DDQN,NA,NA,butterflies,0,26,"('butterfly', 'cocoon')",571
DDQN,NA,NA,butterflies,0,26,"('avatar', 'wall')",3155
DDQN,NA,NA,butterflies,0,26,"('butterfly', 'wall')",21906
DDQN,NA,NA,butterflies,0,27,"('avatar', 'cocoon')",3278
DDQN,NA,NA,butterflies,0,27,"('butterfly', 'butterfly')",20841
DDQN,NA,NA,butterflies,0,27,"('avatar', 'butterfly')",411
DDQN,NA,NA,butterflies,0,27,"('butterfly', 'cocoon')",593
DDQN,NA,NA,butterflies,0,27,"('avatar', 'wall')",3254
DDQN,NA,NA,butterflies,0,27,"('butterfly', 'wall')",22525
DDQN,NA,NA,butterflies,0,28,"('avatar', 'cocoon')",3780
DDQN,NA,NA,butterflies,0,28,"('butterfly', 'butterfly')",21683
DDQN,NA,NA,butterflies,0,28,"('avatar', 'butterfly')",424
DDQN,NA,NA,butterflies,0,28,"('butterfly', 'cocoon')",602
DDQN,NA,NA,butterflies,0,28,"('avatar', 'wall')",3492
DDQN,NA,NA,butterflies,0,28,"('butterfly', 'wall')",23512
DDQN,NA,NA,butterflies,0,29,"('avatar', 'cocoon')",4533
DDQN,NA,NA,butterflies,0,29,"('butterfly', 'butterfly')",22660
DDQN,NA,NA,butterflies,0,29,"('avatar', 'butterfly')",441
DDQN,NA,NA,butterflies,0,29,"('butterfly', 'cocoon')",619
DDQN,NA,NA,butterflies,0,29,"('avatar', 'wall')",3775
DDQN,NA,NA,butterflies,0,29,"('butterfly', 'wall')",24648
DDQN,NA,NA,butterflies,0,30,"('avatar', 'cocoon')",5053
DDQN,NA,NA,butterflies,0,30,"('butterfly', 'butterfly')",24261
DDQN,NA,NA,butterflies,0,30,"('avatar', 'butterfly')",467
DDQN,NA,NA,butterflies,0,30,"('butterfly', 'cocoon')",641
DDQN,NA,NA,butterflies,0,30,"('avatar', 'wall')",4019
DDQN,NA,NA,butterflies,0,30,"('butterfly', 'wall')",26162
DDQN,NA,NA,butterflies,0,31,"('avatar', 'cocoon')",5336
DDQN,NA,NA,butterflies,0,31,"('butterfly', 'butterfly')",24889
DDQN,NA,NA,butterflies,0,31,"('avatar', 'butterfly')",469
DDQN,NA,NA,butterflies,0,31,"('butterfly', 'cocoon')",663
DDQN,NA,NA,butterflies,0,31,"('avatar', 'wall')",4137
DDQN,NA,NA,butterflies,0,31,"('butterfly', 'wall')",26772
DDQN,NA,NA,butterflies,0,32,"('avatar', 'cocoon')",5513
DDQN,NA,NA,butterflies,0,32,"('butterfly', 'butterfly')",25601
DDQN,NA,NA,butterflies,0,32,"('avatar', 'butterfly')",485
DDQN,NA,NA,butterflies,0,32,"('butterfly', 'cocoon')",685
DDQN,NA,NA,butterflies,0,32,"('avatar', 'wall')",4290
DDQN,NA,NA,butterflies,0,32,"('butterfly', 'wall')",27458
DDQN,NA,NA,butterflies,0,33,"('avatar', 'cocoon')",5546
DDQN,NA,NA,butterflies,0,33,"('butterfly', 'butterfly')",26062
DDQN,NA,NA,butterflies,0,33,"('avatar', 'butterfly')",499
DDQN,NA,NA,butterflies,0,33,"('butterfly', 'cocoon')",707
DDQN,NA,NA,butterflies,0,33,"('avatar', 'wall')",4377
DDQN,NA,NA,butterflies,0,33,"('butterfly', 'wall')",27913
DDQN,NA,NA,butterflies,0,34,"('avatar', 'cocoon')",5550
DDQN,NA,NA,butterflies,0,34,"('butterfly', 'butterfly')",26367
DDQN,NA,NA,butterflies,0,34,"('avatar', 'butterfly')",507
DDQN,NA,NA,butterflies,0,34,"('butterfly', 'cocoon')",728
DDQN,NA,NA,butterflies,0,34,"('avatar', 'wall')",4411
DDQN,NA,NA,butterflies,0,34,"('butterfly', 'wall')",28226
DDQN,NA,NA,butterflies,0,35,"('avatar', 'cocoon')",5550
DDQN,NA,NA,butterflies,0,35,"('butterfly', 'butterfly')",26690
DDQN,NA,NA,butterflies,0,35,"('avatar', 'butterfly')",511
DDQN,NA,NA,butterflies,0,35,"('butterfly', 'cocoon')",748
DDQN,NA,NA,butterflies,0,35,"('avatar', 'wall')",4507
DDQN,NA,NA,butterflies,0,35,"('butterfly', 'wall')",28595
DDQN,NA,NA,butterflies,0,36,"('avatar', 'cocoon')",5633
DDQN,NA,NA,butterflies,0,36,"('butterfly', 'butterfly')",27766
DDQN,NA,NA,butterflies,0,36,"('avatar', 'butterfly')",518
DDQN,NA,NA,butterflies,0,36,"('butterfly', 'cocoon')",771
DDQN,NA,NA,butterflies,0,36,"('avatar', 'wall')",4927
DDQN,NA,NA,butterflies,0,36,"('butterfly', 'wall')",29639
DDQN,NA,NA,butterflies,0,37,"('avatar', 'cocoon')",5635
DDQN,NA,NA,butterflies,0,37,"('butterfly', 'butterfly')",28830
DDQN,NA,NA,butterflies,0,37,"('avatar', 'butterfly')",524
DDQN,NA,NA,butterflies,0,37,"('butterfly', 'cocoon')",793
DDQN,NA,NA,butterflies,0,37,"('avatar', 'wall')",5240
DDQN,NA,NA,butterflies,0,37,"('butterfly', 'wall')",30740
DDQN,NA,NA,butterflies,0,38,"('avatar', 'cocoon')",5635
DDQN,NA,NA,butterflies,0,38,"('butterfly', 'butterfly')",29349
DDQN,NA,NA,butterflies,0,38,"('avatar', 'butterfly')",530
DDQN,NA,NA,butterflies,0,38,"('butterfly', 'cocoon')",815
DDQN,NA,NA,butterflies,0,38,"('avatar', 'wall')",5370
DDQN,NA,NA,butterflies,0,38,"('butterfly', 'wall')",31300
DDQN,NA,NA,butterflies,0,39,"('avatar', 'cocoon')",5748
DDQN,NA,NA,butterflies,0,39,"('butterfly', 'butterfly')",29804
DDQN,NA,NA,butterflies,0,39,"('avatar', 'butterfly')",542
DDQN,NA,NA,butterflies,0,39,"('butterfly', 'cocoon')",822
DDQN,NA,NA,butterflies,0,39,"('avatar', 'wall')",5470
DDQN,NA,NA,butterflies,0,39,"('butterfly', 'wall')",31712
DDQN,NA,NA,butterflies,1,40,"('avatar', 'cocoon')",5748
DDQN,NA,NA,butterflies,1,40,"('butterfly', 'butterfly')",29885
DDQN,NA,NA,butterflies,1,40,"('avatar', 'butterfly')",543
DDQN,NA,NA,butterflies,1,40,"('butterfly', 'cocoon')",830
DDQN,NA,NA,butterflies,1,40,"('avatar', 'wall')",5498
DDQN,NA,NA,butterflies,1,40,"('butterfly', 'wall')",31812
DDQN,NA,NA,butterflies,1,41,"('avatar', 'cocoon')",5748
DDQN,NA,NA,butterflies,1,41,"('butterfly', 'butterfly')",29956
DDQN,NA,NA,butterflies,1,41,"('avatar', 'butterfly')",543
DDQN,NA,NA,butterflies,1,41,"('butterfly', 'cocoon')",838
DDQN,NA,NA,butterflies,1,41,"('avatar', 'wall')",5521
DDQN,NA,NA,butterflies,1,41,"('butterfly', 'wall')",31903
DDQN,NA,NA,butterflies,1,42,"('avatar', 'cocoon')",5748
DDQN,NA,NA,butterflies,1,42,"('butterfly', 'butterfly')",30245
DDQN,NA,NA,butterflies,1,42,"('avatar', 'butterfly')",545
DDQN,NA,NA,butterflies,1,42,"('butterfly', 'cocoon')",846
DDQN,NA,NA,butterflies,1,42,"('avatar', 'wall')",5597
DDQN,NA,NA,butterflies,1,42,"('butterfly', 'wall')",32154
DDQN,NA,NA,butterflies,1,43,"('avatar', 'cocoon')",5751
DDQN,NA,NA,butterflies,1,43,"('butterfly', 'butterfly')",30452
DDQN,NA,NA,butterflies,1,43,"('avatar', 'butterfly')",549
DDQN,NA,NA,butterflies,1,43,"('butterfly', 'cocoon')",853
DDQN,NA,NA,butterflies,1,43,"('avatar', 'wall')",5668
DDQN,NA,NA,butterflies,1,43,"('butterfly', 'wall')",32398
DDQN,NA,NA,butterflies,1,44,"('avatar', 'cocoon')",5751
DDQN,NA,NA,butterflies,1,44,"('butterfly', 'butterfly')",30534
DDQN,NA,NA,butterflies,1,44,"('avatar', 'butterfly')",554
DDQN,NA,NA,butterflies,1,44,"('butterfly', 'cocoon')",860
DDQN,NA,NA,butterflies,1,44,"('avatar', 'wall')",5696
DDQN,NA,NA,butterflies,1,44,"('butterfly', 'wall')",32573
DDQN,NA,NA,butterflies,1,45,"('avatar', 'cocoon')",5760
DDQN,NA,NA,butterflies,1,45,"('butterfly', 'butterfly')",30885
DDQN,NA,NA,butterflies,1,45,"('avatar', 'butterfly')",561
DDQN,NA,NA,butterflies,1,45,"('butterfly', 'cocoon')",868
DDQN,NA,NA,butterflies,1,45,"('avatar', 'wall')",5800
DDQN,NA,NA,butterflies,1,45,"('butterfly', 'wall')",32901
DDQN,NA,NA,butterflies,1,46,"('avatar', 'cocoon')",5775
DDQN,NA,NA,butterflies,1,46,"('butterfly', 'butterfly')",32110
DDQN,NA,NA,butterflies,1,46,"('avatar', 'butterfly')",572
DDQN,NA,NA,butterflies,1,46,"('butterfly', 'cocoon')",875
DDQN,NA,NA,butterflies,1,46,"('avatar', 'wall')",6160
DDQN,NA,NA,butterflies,1,46,"('butterfly', 'wall')",33950
DDQN,NA,NA,butterflies,1,47,"('avatar', 'cocoon')",5775
DDQN,NA,NA,butterflies,1,47,"('butterfly', 'butterfly')",32196
DDQN,NA,NA,butterflies,1,47,"('avatar', 'butterfly')",577
DDQN,NA,NA,butterflies,1,47,"('butterfly', 'cocoon')",883
DDQN,NA,NA,butterflies,1,47,"('avatar', 'wall')",6161
DDQN,NA,NA,butterflies,1,47,"('butterfly', 'wall')",34037
DDQN,NA,NA,butterflies,1,48,"('avatar', 'cocoon')",5794
DDQN,NA,NA,butterflies,1,48,"('butterfly', 'butterfly')",32619
DDQN,NA,NA,butterflies,1,48,"('avatar', 'butterfly')",590
DDQN,NA,NA,butterflies,1,48,"('butterfly', 'cocoon')",890
DDQN,NA,NA,butterflies,1,48,"('avatar', 'wall')",6498
DDQN,NA,NA,butterflies,1,48,"('butterfly', 'wall')",34657
DDQN,NA,NA,butterflies,1,49,"('avatar', 'cocoon')",5794
DDQN,NA,NA,butterflies,1,49,"('butterfly', 'butterfly')",32743
DDQN,NA,NA,butterflies,1,49,"('avatar', 'butterfly')",597
DDQN,NA,NA,butterflies,1,49,"('butterfly', 'cocoon')",898
DDQN,NA,NA,butterflies,1,49,"('avatar', 'wall')",6525
DDQN,NA,NA,butterflies,1,49,"('butterfly', 'wall')",34817
DDQN,NA,NA,butterflies,1,50,"('avatar', 'cocoon')",5814
DDQN,NA,NA,butterflies,1,50,"('butterfly', 'butterfly')",33091
DDQN,NA,NA,butterflies,1,50,"('avatar', 'butterfly')",613
DDQN,NA,NA,butterflies,1,50,"('butterfly', 'cocoon')",905
DDQN,NA,NA,butterflies,1,50,"('avatar', 'wall')",6987
DDQN,NA,NA,butterflies,1,50,"('butterfly', 'wall')",35561
DDQN,NA,NA,butterflies,2,51,"('avatar', 'cocoon')",5818
DDQN,NA,NA,butterflies,2,51,"('butterfly', 'butterfly')",33459
DDQN,NA,NA,butterflies,2,51,"('avatar', 'butterfly')",626
DDQN,NA,NA,butterflies,2,51,"('butterfly', 'cocoon')",921
DDQN,NA,NA,butterflies,2,51,"('avatar', 'wall')",7090
DDQN,NA,NA,butterflies,2,51,"('butterfly', 'wall')",35898
DDQN,NA,NA,butterflies,2,52,"('avatar', 'cocoon')",5861
DDQN,NA,NA,butterflies,2,52,"('butterfly', 'butterfly')",33847
DDQN,NA,NA,butterflies,2,52,"('avatar', 'butterfly')",639
DDQN,NA,NA,butterflies,2,52,"('butterfly', 'cocoon')",936
DDQN,NA,NA,butterflies,2,52,"('avatar', 'wall')",7161
DDQN,NA,NA,butterflies,2,52,"('butterfly', 'wall')",36241
DDQN,NA,NA,butterflies,2,53,"('avatar', 'cocoon')",5885
DDQN,NA,NA,butterflies,2,53,"('butterfly', 'butterfly')",34204
DDQN,NA,NA,butterflies,2,53,"('avatar', 'butterfly')",662
DDQN,NA,NA,butterflies,2,53,"('butterfly', 'cocoon')",950
DDQN,NA,NA,butterflies,2,53,"('avatar', 'wall')",7263
DDQN,NA,NA,butterflies,2,53,"('butterfly', 'wall')",36611
DDQN,NA,NA,butterflies,2,54,"('avatar', 'cocoon')",5902
DDQN,NA,NA,butterflies,2,54,"('butterfly', 'butterfly')",34910
DDQN,NA,NA,butterflies,2,54,"('avatar', 'butterfly')",678
DDQN,NA,NA,butterflies,2,54,"('butterfly', 'cocoon')",967
DDQN,NA,NA,butterflies,2,54,"('avatar', 'wall')",7502
DDQN,NA,NA,butterflies,2,54,"('butterfly', 'wall')",37289
DDQN,NA,NA,butterflies,2,55,"('avatar', 'cocoon')",5914
DDQN,NA,NA,butterflies,2,55,"('butterfly', 'butterfly')",35208
DDQN,NA,NA,butterflies,2,55,"('avatar', 'butterfly')",687
DDQN,NA,NA,butterflies,2,55,"('butterfly', 'cocoon')",984
DDQN,NA,NA,butterflies,2,55,"('avatar', 'wall')",7581
DDQN,NA,NA,butterflies,2,55,"('butterfly', 'wall')",37540
DDQN,NA,NA,butterflies,2,56,"('avatar', 'cocoon')",5914
DDQN,NA,NA,butterflies,2,56,"('butterfly', 'butterfly')",35583
DDQN,NA,NA,butterflies,2,56,"('avatar', 'butterfly')",698
DDQN,NA,NA,butterflies,2,56,"('butterfly', 'cocoon')",1001
DDQN,NA,NA,butterflies,2,56,"('avatar', 'wall')",7676
DDQN,NA,NA,butterflies,2,56,"('butterfly', 'wall')",37896
DDQN,NA,NA,butterflies,2,57,"('avatar', 'cocoon')",5914
DDQN,NA,NA,butterflies,2,57,"('butterfly', 'butterfly')",36008
DDQN,NA,NA,butterflies,2,57,"('avatar', 'butterfly')",714
DDQN,NA,NA,butterflies,2,57,"('butterfly', 'cocoon')",1015
DDQN,NA,NA,butterflies,2,57,"('avatar', 'wall')",7794
DDQN,NA,NA,butterflies,2,57,"('butterfly', 'wall')",38286
DDQN,NA,NA,butterflies,2,58,"('avatar', 'cocoon')",5914
DDQN,NA,NA,butterflies,2,58,"('butterfly', 'butterfly')",36246
DDQN,NA,NA,butterflies,2,58,"('avatar', 'butterfly')",733
DDQN,NA,NA,butterflies,2,58,"('butterfly', 'cocoon')",1031
DDQN,NA,NA,butterflies,2,58,"('avatar', 'wall')",7852
DDQN,NA,NA,butterflies,2,58,"('butterfly', 'wall')",38508
DDQN,NA,NA,butterflies,2,59,"('avatar', 'cocoon')",5915
DDQN,NA,NA,butterflies,2,59,"('butterfly', 'butterfly')",36734
DDQN,NA,NA,butterflies,2,59,"('avatar', 'butterfly')",755
DDQN,NA,NA,butterflies,2,59,"('butterfly', 'cocoon')",1045
DDQN,NA,NA,butterflies,2,59,"('avatar', 'wall')",7996
DDQN,NA,NA,butterflies,2,59,"('butterfly', 'wall')",38971
DDQN,NA,NA,butterflies,2,60,"('avatar', 'cocoon')",5915
DDQN,NA,NA,butterflies,2,60,"('butterfly', 'butterfly')",37060
DDQN,NA,NA,butterflies,2,60,"('avatar', 'butterfly')",773
DDQN,NA,NA,butterflies,2,60,"('butterfly', 'cocoon')",1060
DDQN,NA,NA,butterflies,2,60,"('avatar', 'wall')",8104
DDQN,NA,NA,butterflies,2,60,"('butterfly', 'wall')",39241
DDQN,NA,NA,butterflies,2,61,"('avatar', 'cocoon')",5915
DDQN,NA,NA,butterflies,2,61,"('butterfly', 'butterfly')",37531
DDQN,NA,NA,butterflies,2,61,"('avatar', 'butterfly')",786
DDQN,NA,NA,butterflies,2,61,"('butterfly', 'cocoon')",1075
DDQN,NA,NA,butterflies,2,61,"('avatar', 'wall')",8227
DDQN,NA,NA,butterflies,2,61,"('butterfly', 'wall')",39658
DDQN,NA,NA,butterflies,2,62,"('avatar', 'cocoon')",5949
DDQN,NA,NA,butterflies,2,62,"('butterfly', 'butterfly')",37887
DDQN,NA,NA,butterflies,2,62,"('avatar', 'butterfly')",797
DDQN,NA,NA,butterflies,2,62,"('butterfly', 'cocoon')",1092
DDQN,NA,NA,butterflies,2,62,"('avatar', 'wall')",8300
DDQN,NA,NA,butterflies,2,62,"('butterfly', 'wall')",39955
DDQN,NA,NA,butterflies,2,63,"('avatar', 'cocoon')",6010
DDQN,NA,NA,butterflies,2,63,"('butterfly', 'butterfly')",38568
DDQN,NA,NA,butterflies,2,63,"('avatar', 'butterfly')",810
DDQN,NA,NA,butterflies,2,63,"('butterfly', 'cocoon')",1105
